"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 16 22:30:36 CST 2024","Tue Jan 16 22:30:36 CST 2024","29","testcase.6_ViewManagement","test_view","TestCreat","","","上传jpeg图片","上传jpeg图片"
"passed","Tue Jan 16 22:30:47 CST 2024","Tue Jan 16 22:30:47 CST 2024","91","testcase.7_HistoryManagement","test_history","TestCreat","","","查询历史数据(定时触发)","查询历史数据(定时触发)"
"passed","Tue Jan 16 22:21:46 CST 2024","Tue Jan 16 22:21:47 CST 2024","322","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-B4-int16缩放比：0.01，小数位：1，四舍","异常下发io变量-B4-int16缩放比：0.01，小数位：1，四舍"
"passed","Tue Jan 16 22:22:45 CST 2024","Tue Jan 16 22:22:46 CST 2024","1012","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取io变量-B6-float32小数位：2，舍位","读取io变量-B6-float32小数位：2，舍位"
"passed","Tue Jan 16 22:26:19 CST 2024","Tue Jan 16 22:26:19 CST 2024","218","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发内部变量-$csv{title}","异常下发内部变量-$csv{title}"
"passed","Tue Jan 16 22:23:38 CST 2024","Tue Jan 16 22:23:38 CST 2024","19","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-unint8-设定值非法","校验内部变量必填项-unint8-设定值非法"
"passed","Tue Jan 16 22:27:39 CST 2024","Tue Jan 16 22:27:39 CST 2024","33","testcase.5_DataManagement","test_data_run","TestCreat","","","通过聚合表获取归档表字段","通过聚合表获取归档表字段"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","12","testcase.3_VariableManagement","test_variable_run","TestCreat","","","获取所有变量组信息","获取所有变量组信息"
"passed","Tue Jan 16 22:27:40 CST 2024","Tue Jan 16 22:27:43 CST 2024","2418","testcase.5_DataManagement","test_data_run","TestCreat","","","设置聚合表触发配置--变量触发","设置聚合表触发配置--变量触发"
"passed","Tue Jan 16 22:23:37 CST 2024","Tue Jan 16 22:23:37 CST 2024","19","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-unint8-设定值为空","校验内部变量必填项-unint8-设定值为空"
"passed","Tue Jan 16 22:26:33 CST 2024","Tue Jan 16 22:26:33 CST 2024","526","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发内部变量-aa11-F64位浮点数IEEE754","下发内部变量-aa11-F64位浮点数IEEE754"
"passed","Tue Jan 16 22:27:44 CST 2024","Tue Jan 16 22:27:44 CST 2024","27","testcase.5_DataManagement","test_data_run","TestCreat","","","归档表实时缓存配置-缓存容量为空情况","归档表实时缓存配置-缓存容量为空情况"
"passed","Tue Jan 16 22:27:38 CST 2024","Tue Jan 16 22:27:38 CST 2024","54","testcase.5_DataManagement","test_data_run","TestCreat","","","设置归档表触发配置-字段触发","设置归档表触发配置-字段触发"
"passed","Tue Jan 16 22:30:41 CST 2024","Tue Jan 16 22:30:42 CST 2024","531","testcase.7_HistoryManagement","test_history","TestCreat","","","下发aa10=70.456","下发aa10=70.456"
"passed","Tue Jan 16 22:23:38 CST 2024","Tue Jan 16 22:23:38 CST 2024","20","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-float64-设定值为空","校验内部变量必填项-float64-设定值为空"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","44","testcase.2_BasicManagement","test_basic_run","TestCreat","","","创建跨天班次","创建跨天班次"
"passed","Tue Jan 16 22:26:38 CST 2024","Tue Jan 16 22:26:38 CST 2024","16","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取内部变量-aa14-日期","读取内部变量-aa14-日期"
"passed","Tue Jan 16 22:27:40 CST 2024","Tue Jan 16 22:27:40 CST 2024","58","testcase.5_DataManagement","test_data_run","TestCreat","","","设置聚合表触发配置--变量触发","设置聚合表触发配置--变量触发"
"passed","Tue Jan 16 22:22:28 CST 2024","Tue Jan 16 22:22:29 CST 2024","1033","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-A7-无符号32位整型","下发io变量-A7-无符号32位整型"
"passed","Tue Jan 16 22:28:16 CST 2024","Tue Jan 16 22:28:17 CST 2024","60","testcase.5_DataManagement","test_data_run","TestCreat","","","归档表触发配置-报警触发","归档表触发配置-报警触发"
"passed","Tue Jan 16 22:29:00 CST 2024","Tue Jan 16 22:29:02 CST 2024","2079","testcase.5_DataManagement","test_data_run","TestCreat","","","查询数据（归档表-报警触发）","查询数据（归档表-报警触发）"
"passed","Tue Jan 16 22:30:35 CST 2024","Tue Jan 16 22:30:36 CST 2024","81","testcase.6_ViewManagement","test_view","TestCreat","","","批量删除画面节点","批量删除画面节点"
"passed","Tue Jan 16 22:23:38 CST 2024","Tue Jan 16 22:23:38 CST 2024","18","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-unint64-设定值非法","校验内部变量必填项-unint64-设定值非法"
"passed","Tue Jan 16 22:27:19 CST 2024","Tue Jan 16 22:27:22 CST 2024","3131","testcase.4_AlarmManagement","test_alarm","TestCreat","","","更新报警点","更新报警点"
"passed","Tue Jan 16 22:26:17 CST 2024","Tue Jan 16 22:26:17 CST 2024","230","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发内部变量-$csv{title}","异常下发内部变量-$csv{title}"
"passed","Tue Jan 16 22:27:40 CST 2024","Tue Jan 16 22:27:40 CST 2024","58","testcase.5_DataManagement","test_data_run","TestCreat","","","设置聚合表触发配置--变量触发","设置聚合表触发配置--变量触发"
"passed","Tue Jan 16 22:22:21 CST 2024","Tue Jan 16 22:22:22 CST 2024","1024","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-A4-有符号16位整型","下发io变量-A4-有符号16位整型"
"passed","Tue Jan 16 22:30:36 CST 2024","Tue Jan 16 22:30:36 CST 2024","43","testcase.6_ViewManagement","test_view","TestCreat","","","上传gif图片","上传gif图片"
"passed","Tue Jan 16 22:28:34 CST 2024","Tue Jan 16 22:28:34 CST 2024","133","testcase.5_DataManagement","test_data_run","TestCreat","","","创建聚合表-变量触发","创建聚合表-变量触发"
"passed","Tue Jan 16 22:27:16 CST 2024","Tue Jan 16 22:27:16 CST 2024","20","testcase.4_AlarmManagement","test_alarm","TestCreat","","","获取报警类别项","获取报警类别项"
"passed","Tue Jan 16 22:23:37 CST 2024","Tue Jan 16 22:23:37 CST 2024","19","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-int8-设定值非法","校验内部变量必填项-int8-设定值非法"
"passed","Tue Jan 16 22:26:28 CST 2024","Tue Jan 16 22:26:29 CST 2024","518","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发内部变量-aa6-有符号32位整型","下发内部变量-aa6-有符号32位整型"
"passed","Tue Jan 16 22:30:42 CST 2024","Tue Jan 16 22:30:42 CST 2024","532","testcase.7_HistoryManagement","test_history","TestCreat","","","下发aa16=2023-10-20 18:40:55","下发aa16=2023-10-20 18:40:55"
"passed","Tue Jan 16 22:27:43 CST 2024","Tue Jan 16 22:27:43 CST 2024","55","testcase.5_DataManagement","test_data_run","TestCreat","","","设置聚合表触发配置--实时聚合","设置聚合表触发配置--实时聚合"
"passed","Tue Jan 16 22:21:51 CST 2024","Tue Jan 16 22:21:51 CST 2024","323","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-A5-无符号16位整型","异常下发io变量-A5-无符号16位整型"
"passed","Tue Jan 16 22:31:58 CST 2024","Tue Jan 16 22:31:58 CST 2024","48","testcase.8_Language","test_language","TestCreat","","","编辑语言列表","编辑语言列表"
"passed","Tue Jan 16 22:26:38 CST 2024","Tue Jan 16 22:26:38 CST 2024","15","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取系统变量-系统当前日期时间","读取系统变量-系统当前日期时间"
"passed","Tue Jan 16 22:27:22 CST 2024","Tue Jan 16 22:27:25 CST 2024","3046","testcase.4_AlarmManagement","test_alarm","TestCreat","","","删除报警点","删除报警点"
"passed","Tue Jan 16 22:21:11 CST 2024","Tue Jan 16 22:21:12 CST 2024","26","testcase.1_EngineeringManagement","test_engineering_run","TestCreat","","","比对工程id","比对工程id"
"passed","Tue Jan 16 22:22:10 CST 2024","Tue Jan 16 22:22:11 CST 2024","1027","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-B7-float32小数位：2，四舍","下发io变量-B7-float32小数位：2，四舍"
"passed","Tue Jan 16 22:27:37 CST 2024","Tue Jan 16 22:27:37 CST 2024","38","testcase.5_DataManagement","test_data_run","TestCreat","","","删除文件夹","删除文件夹"
"passed","Tue Jan 16 22:30:37 CST 2024","Tue Jan 16 22:30:38 CST 2024","50","testcase.7_HistoryManagement","test_history","TestCreat","","","添加历史变量","添加历史变量"
"passed","Tue Jan 16 22:32:14 CST 2024","Tue Jan 16 22:32:16 CST 2024","1568","testcase.9_Interconnection","test_interconnection","TestCreat","","","执行查询语句","执行查询语句"
"passed","Tue Jan 16 22:22:23 CST 2024","Tue Jan 16 22:22:24 CST 2024","1027","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-A5-无符号16位整型","下发io变量-A5-无符号16位整型"
"passed","Tue Jan 16 22:27:36 CST 2024","Tue Jan 16 22:27:36 CST 2024","22","testcase.5_DataManagement","test_data_run","TestCreat","","","获取数据管理配置树","获取数据管理配置树"
"passed","Tue Jan 16 22:26:27 CST 2024","Tue Jan 16 22:26:28 CST 2024","517","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发内部变量-aa6-有符号32位整型","下发内部变量-aa6-有符号32位整型"
"passed","Tue Jan 16 22:27:46 CST 2024","Tue Jan 16 22:27:46 CST 2024","53","testcase.5_DataManagement","test_data_run","TestCreat","","","拖拽排序聚合表","拖拽排序聚合表"
"passed","Tue Jan 16 22:22:13 CST 2024","Tue Jan 16 22:22:14 CST 2024","1030","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-A1-二进制","下发io变量-A1-二进制"
"passed","Tue Jan 16 22:26:16 CST 2024","Tue Jan 16 22:26:16 CST 2024","218","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发内部变量-$csv{title}","异常下发内部变量-$csv{title}"
"passed","Tue Jan 16 22:27:56 CST 2024","Tue Jan 16 22:27:56 CST 2024","67","testcase.5_DataManagement","test_data_run","TestCreat","","","归档表触发配置-变量触发","归档表触发配置-变量触发"
"passed","Tue Jan 16 22:23:38 CST 2024","Tue Jan 16 22:23:38 CST 2024","18","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-int16-设定值为空","校验内部变量必填项-int16-设定值为空"
"passed","Tue Jan 16 22:21:34 CST 2024","Tue Jan 16 22:21:35 CST 2024","40","testcase.3_VariableManagement","test_variable_run","TestCreat","","","新增io变量-有符号64位整型","新增io变量-有符号64位整型"
"passed","Tue Jan 16 22:23:38 CST 2024","Tue Jan 16 22:23:38 CST 2024","18","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-unint16-设定值非法","校验内部变量必填项-unint16-设定值非法"
"passed","Tue Jan 16 22:21:56 CST 2024","Tue Jan 16 22:21:56 CST 2024","316","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-A11-F64位浮点数IEEE754","异常下发io变量-A11-F64位浮点数IEEE754"
"passed","Tue Jan 16 22:33:54 CST 2024","Tue Jan 16 22:33:59 CST 2024","5069","testcase.9_Interconnection","test_interconnection","TestCreat","","","禁用报警插入映射表","禁用报警插入映射表"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","32","testcase.3_VariableManagement","test_variable_run","TestCreat","","","创建变量组","创建变量组"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","11","testcase.3_VariableManagement","test_variable_run","TestCreat","","","通道异常校验-设备ID为空","通道异常校验-设备ID为空"
"passed","Tue Jan 16 22:26:38 CST 2024","Tue Jan 16 22:26:38 CST 2024","15","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取内部变量-aa9-无符号64位整型","读取内部变量-aa9-无符号64位整型"
"passed","Tue Jan 16 22:30:39 CST 2024","Tue Jan 16 22:30:40 CST 2024","548","testcase.7_HistoryManagement","test_history","TestCreat","","","下发A12=中文","下发A12=中文"
"passed","Tue Jan 16 22:26:30 CST 2024","Tue Jan 16 22:26:31 CST 2024","527","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发内部变量-aa8-有符号64位整型","下发内部变量-aa8-有符号64位整型"
"passed","Tue Jan 16 22:32:09 CST 2024","Tue Jan 16 22:32:11 CST 2024","2031","testcase.9_Interconnection","test_interconnection","TestCreat","","","下发aa16=2023-10-20 18:40:55","下发aa16=2023-10-20 18:40:55"
"passed","Tue Jan 16 22:27:39 CST 2024","Tue Jan 16 22:27:39 CST 2024","21","testcase.5_DataManagement","test_data_run","TestCreat","","","异常用例-定时触发","异常用例-定时触发"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","29","testcase.3_VariableManagement","test_variable_run","TestCreat","","","删除io变量组","删除io变量组"
"passed","Tue Jan 16 22:27:14 CST 2024","Tue Jan 16 22:27:14 CST 2024","30","testcase.4_AlarmManagement","test_alarm","TestCreat","","","创建报警等级","创建报警等级"
"passed","Tue Jan 16 22:30:38 CST 2024","Tue Jan 16 22:30:38 CST 2024","48","testcase.7_HistoryManagement","test_history","TestCreat","","","删除历史组变量","删除历史组变量"
"passed","Tue Jan 16 22:30:38 CST 2024","Tue Jan 16 22:30:38 CST 2024","44","testcase.7_HistoryManagement","test_history","TestCreat","","","设置归档配置","设置归档配置"
"passed","Tue Jan 16 22:26:23 CST 2024","Tue Jan 16 22:26:24 CST 2024","526","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发内部变量-aa2-有符号8位整型","下发内部变量-aa2-有符号8位整型"
"passed","Tue Jan 16 22:21:00 CST 2024","Tue Jan 16 22:21:00 CST 2024","48","testcase.1_EngineeringManagement","test_engineering_run","TestCreat","","","创建文件夹","创建文件夹"
"passed","Tue Jan 16 22:26:38 CST 2024","Tue Jan 16 22:26:38 CST 2024","16","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取内部变量-aa3-无符号8位整型","读取内部变量-aa3-无符号8位整型"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","11","testcase.3_VariableManagement","test_variable_run","TestCreat","","","获取所有通道","获取所有通道"
"passed","Tue Jan 16 22:32:03 CST 2024","Tue Jan 16 22:32:03 CST 2024","58","testcase.9_Interconnection","test_interconnection","TestCreat","","","关闭映射表","关闭映射表"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","11","testcase.3_VariableManagement","test_variable_run","TestCreat","","","通道异常校验-端口号为空","通道异常校验-端口号为空"
"passed","Tue Jan 16 22:26:38 CST 2024","Tue Jan 16 22:26:38 CST 2024","15","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取内部变量-aa15-时间","读取内部变量-aa15-时间"
"passed","Tue Jan 16 22:27:38 CST 2024","Tue Jan 16 22:27:38 CST 2024","53","testcase.5_DataManagement","test_data_run","TestCreat","","","设置归档表触发配置-定时触发","设置归档表触发配置-定时触发"
"passed","Tue Jan 16 22:22:53 CST 2024","Tue Jan 16 22:22:54 CST 2024","1024","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取io变量-A6-有符号32位整型","读取io变量-A6-有符号32位整型"
"passed","Tue Jan 16 22:27:43 CST 2024","Tue Jan 16 22:27:43 CST 2024","24","testcase.5_DataManagement","test_data_run","TestCreat","","","触发类型异常用例--定时触发","触发类型异常用例--定时触发"
"passed","Tue Jan 16 22:27:05 CST 2024","Tue Jan 16 22:27:06 CST 2024","1023","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取逻辑变量_logic1","读取逻辑变量_logic1"
"passed","Tue Jan 16 22:22:47 CST 2024","Tue Jan 16 22:22:48 CST 2024","1026","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取io变量-B8-float32小数位：2，进位","读取io变量-B8-float32小数位：2，进位"
"passed","Tue Jan 16 22:30:50 CST 2024","Tue Jan 16 22:30:53 CST 2024","3198","testcase.7_HistoryManagement","test_history","TestCreat","","","清除历史数据","清除历史数据"
